"ID","name"
NA,"Inh L5-6 PVALB FAM150B"
NA,"Inh L5-6 PVALB MEPE"
NA,"Inh L1-6 PVALB COL15A1 (Chandelier)"
NA,"Exc L2 LAMP5 KCNG3"
NA,"Exc L2 LINC00507 ATP7B"
NA,"Exc L2 LINC00507 GLRA3"
NA,"Exc L2-3 RORB RTKN2"
NA,"Exc L2-3 LINC00507 DSG3"
NA,"Exc L3 LAMP5 CARM1P1"
NA,"Exc L2-3 RORB CCDC68"
NA,"Exc L2-3 RORB PTPN3"
NA,"Exc L3 THEMIS ENPEP"
NA,"Exc L3-5 RORB TNNT2"
NA,"Exc L3-5 RORB LAMA4"
NA,"Exc L5 THEMIS VILL"
NA,"Exc L3 RORB OTOGL"
NA,"Exc L3-5 RORB LINC01202"
NA,"Exc L5 THEMIS SLC22A18"
NA,"Exc L5-6 THEMIS TNFAIP6"
NA,"Exc L3-5 RORB LNX2"
NA,"Exc L3-5 RORB RPRM"
NA,"Exc L5 RORB MED8"
NA,"Exc L5 THEMIS FGF10"
NA,"Exc L6 THEMIS LINC00343"
NA,"Exc L6 THEMIS SLN"
NA,"Exc L6 THEMIS SNTG2"
NA,"Exc L5-6 THEMIS SMYD1 (L6 IT Car3)"
NA,"Exc L5-6 FEZF2 OR1L8"
NA,"Exc L5 THEMIS LINC01116"
NA,"Exc L5 THEMIS RGPD6"
NA,"Exc L5-6 FEZF2 C9orf135-AS1"
NA,"Exc L5-6 FEZF2 FILIP1L"
NA,"Exc L5-6 FEZF2 SH2D1B"
NA,"Exc L6 FEZF2 PDYN"
NA,"Exc L6 FEZF2 FFAR4"
NA,"Exc L6 FEZF2 PROKR2"
NA,"Exc L5-6 FEZF2 CFTR"
NA,"Exc L6 FEZF2 KLK7"
NA,"Exc L6 FEZF2 POGK"
NA,"Exc L5 FEZF2 CSN1S1"
NA,"Exc L3-5 FEZF2 ASGR2"
NA,"Exc L3-5 FEZF2 LINC01107"
NA,"Exc L5 FEZF2 PKD2L1"
NA,"Exc L5 FEZF2 NREP-AS1"
NA,"Exc L5 FEZF2 RNF144A-AS1"
NA,"Exc L5-6 FEZF2 IFNG-AS1"
NA,"Exc L5-6 FEZF2 LPO"
NA,"OPC L1-6 PDGFRA COL20A1"
NA,"Oligo L2-6 OPALIN MAP6D1"
NA,"Oligo L3-6 OPALIN ENPP6"
NA,"Oligo L2-6 OPALIN FTH1P3"
NA,"Oligo L5-6 OPALIN LDLRAP1"
NA,"Astro L1-6 FGFR3 AQP1"
NA,"Astro L1 FGFR3 SERPINI2"
NA,"Astro L1-6 FGFR3 PLCG1"
NA,"Endo L2-5 NOSTRIN SRGN"
NA,"VLMC L1-5 PDGFRA COLEC12"
NA,"Micro L1-6 TYROBP CD74"
NA,NA
